period,wifi,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
1,715281,9658,335,0,114827,5049186,18,36495,23387,4438,1881,206992,4152,0.01
2,728140,11153,5079,11905,114827,5220436,18,36495,23387,5705,1881,206992,4152,0.00
3,955509,227874,138664,14505,114827,5908227,18,36495,23387,6951,1881,206992,4152,16.09
4,1194397,484386,271042,17148,114827,6584301,18,36495,23387,8297,1881,206992,4152,17.07
5,1427350,734977,396714,20058,114827,7283625,18,36495,23387,9459,1881,206992,4152,16.44
6,1655825,1006775,517403,22723,114827,8867337,18,36495,23387,10753,1881,206992,4152,16.56
7,1888113,1252984,637683,26182,114827,9586097,18,36495,23387,11948,1881,206992,4152,16.80
8,2110491,1517903,754396,28831,114827,9382001,18,36495,23387,13199,1881,206992,4152,15.72
9,2347421,1777204,874145,35353,114827,10990436,18,36495,23387,14524,1881,206992,4152,16.68
10,2585953,2036779,994320,46433,114827,10781239,18,36495,23387,15857,1881,206992,4152,17.29
11,2817248,2302081,1109934,49642,114827,11477976,18,36495,23387,17221,1881,206992,4152,16.72
12,3008065,2500753,1200167,52210,114827,12235426,18,36495,23387,18640,1881,206992,4152,13.26
13,3029326,2559908,1201432,55237,114827,13211397,18,36495,23387,20390,1881,206992,4152,0.14
14,3098091,2664532,1229497,58530,114827,14123325,18,36495,23387,22000,1881,206992,4152,3.92
15,3345432,2924670,1361716,61910,114827,15684957,18,36495,23387,23302,1881,206992,4152,17.95
16,3630890,3245140,1506937,64980,114827,15414870,18,36495,23387,24585,1881,206992,4152,20.77
17,3915345,3558863,1651102,67652,114827,16039294,18,36495,23387,25931,1881,206992,4152,20.80
18,4187710,3843991,1793007,73092,114827,16682294,18,36495,23387,27268,1881,206992,4152,20.00
19,4462625,4152525,1934913,75636,114827,17318799,18,36495,23387,28645,1881,206992,4152,19.87
20,4726461,4429763,2073874,78449,114827,17969108,18,36495,23387,30009,1881,206992,4152,19.21
21,5021320,4763838,2230082,81571,114827,18578714,18,36495,23387,31449,1881,206992,4152,21.64
22,5292060,5068945,2365185,84683,114827,19222737,18,36495,23387,32872,1881,206992,4152,19.53
23,5559516,5342507,2501631,87476,114827,19874201,18,36495,23387,34101,1881,206992,4152,19.42
24,5810383,5631116,2631031,90231,114827,20543252,18,36495,23387,35297,1881,206992,4152,18.00
25,6043901,5901836,2748541,93437,114827,21229232,18,36495,23387,36531,1881,206992,4152,16.84
26,6275698,6143455,2867279,97044,114827,21934493,18,36495,23387,37766,1881,206992,4152,16.59
27,6500427,6405594,2980771,100065,114827,22639329,18,36495,23387,38932,1881,206992,4152,16.18
28,6731048,6648787,3101286,102922,114827,23333820,18,36495,23387,40247,1881,206992,4152,16.70
29,6964692,6918175,3219296,105904,114827,25032578,18,36495,23387,41439,1881,206992,4152,16.65
30,7191797,7182722,3332232,108788,114827,24737507,18,36495,23387,42555,1881,206992,4152,16.18
31,7421382,7424047,3450483,111993,114827,25438858,18,36495,23387,43773,1881,206992,4152,16.63
32,7649270,7688088,3565604,114859,114827,27138354,18,36495,23387,45043,1881,206992,4152,16.13
33,7876887,7949487,3682631,122980,114827,26832864,18,36495,23387,46215,1881,206992,4152,16.27
34,8116780,8205112,3806268,130319,114827,27523584,18,36495,23387,47485,1881,206992,4152,17.20
35,8350142,8472305,3923583,133342,114827,28217994,18,36495,23387,48838,1881,206992,4152,16.57
36,8575904,8703828,4040611,136531,114827,28921006,18,36495,23387,50101,1881,206992,4152,16.29
37,8651205,8813410,4066288,139716,114827,29825263,18,36495,23387,51916,1881,206992,4152,4.14
38,8794295,8993098,4135975,143331,114827,30644132,18,36495,23387,53442,1881,206992,4152,9.36
39,9085974,9299027,4288297,146314,114827,31262222,18,36495,23387,54748,1881,206992,4152,21.45
40,9381374,9627018,4438752,149265,114827,31873141,18,36495,23387,55957,1881,206992,4152,21.71
41,9679722,9964060,4592954,152112,114827,33530941,18,36495,23387,57297,1881,206992,4152,21.82
42,9950808,10244532,4730453,155245,114827,33127395,18,36495,23387,58509,1881,206992,4152,19.64
43,10196522,10525444,4853966,158438,114827,33809599,18,36495,23387,59877,1881,206992,4152,17.71
44,10428941,10767928,4973324,162069,114827,35580823,18,36495,23387,61201,1881,206992,4152,16.71
45,10659445,11034481,5089589,164664,114827,35209365,18,36495,23387,62443,1881,206992,4152,16.37
46,10889419,11299178,5205347,167510,114827,35909066,18,36495,23387,63675,1881,206992,4152,16.54
47,11117193,11538486,5323780,170804,114827,37677723,18,36495,23387,64855,1881,206992,4152,16.44
48,11349706,11809421,5442524,173559,114827,37305898,18,36495,23387,66149,1881,206992,4152,16.46
49,11449756,11919794,5485089,176761,114827,38178164,18,36495,23387,67925,1881,206992,4152,6.24
50,11470789,11986403,5486139,179908,114827,39154137,18,36495,23387,69555,1881,206992,4152,0.14
51,11673044,12224437,5590527,183052,114827,40903994,18,36495,23387,71044,1881,206992,4152,14.39
52,11922649,12485702,5720353,186230,114827,40554218,18,36495,23387,72244,1881,206992,4152,17.98
53,12142574,12742983,5833133,189138,114827,41256500,18,36495,23387,73632,1881,206992,4152,15.61
54,12432625,13067127,5979792,192102,114827,41871914,18,36495,23387,74950,1881,206992,4152,21.15
55,12651484,13293626,6087121,195166,114827,42589207,18,36495,23387,76446,1881,206992,4152,15.53
56,12674369,13353573,6088537,198403,114827,43561518,18,36495,23387,78137,1881,206992,4152,0.18
57,12838287,13553794,6170292,201638,114827,44345049,18,36495,23387,79407,1881,206992,4152,11.14
58,12878035,13603286,6178035,215636,114827,45301017,18,36495,23387,81252,1881,206992,4152,1.44
59,13081974,13843596,6283052,218398,114827,46033584,18,36495,23387,82610,1881,206992,4152,14.64
60,13353308,14129375,6429728,221225,114827,47730695,18,36495,23387,83807,1881,206992,4152,19.82
61,13628855,14439677,6574073,223662,114827,47300047,18,36495,23387,85207,1881,206992,4152,20.37
62,13907296,14750311,6713160,226390,114827,47930878,18,36495,23387,86635,1881,206992,4152,20.07
63,14171962,15025532,6850100,229603,114827,48574800,18,36495,23387,88040,1881,206992,4152,19.08
64,14458500,15338092,6998869,232808,114827,49193839,18,36495,23387,89491,1881,206992,4152,20.73
65,14744418,15651499,7140522,240716,114827,49819486,18,36495,23387,91023,1881,206992,4152,20.36
66,15037515,15958942,7293357,247152,114827,51639904,18,36495,23387,92396,1881,206992,4152,21.29
67,15283962,16244399,7422288,250328,114827,52313444,18,36495,23387,93605,1881,206992,4152,17.80
68,15499915,16474579,7535456,252891,114827,51818019,18,36495,23387,94956,1881,206992,4152,15.34
69,15533356,16545204,7539543,256112,114827,52778050,18,36495,23387,96562,1881,206992,4152,0.98
70,15750602,16799937,7649602,258808,114827,53486955,18,36495,23387,98008,1881,206992,4152,15.50
71,16054657,17114963,7808602,261960,114827,55312618,18,36495,23387,99281,1881,206992,4152,22.48
72,16304782,17401862,7935993,264612,114827,54753454,18,36495,23387,100562,1881,206992,4152,17.84
73,16562612,17700524,8070369,268195,114827,56644815,18,36495,23387,101848,1881,206992,4152,18.71
74,16844436,17991711,8219710,275510,114827,56044738,18,36495,23387,103255,1881,206992,4152,20.41
75,17125250,18307648,8364616,278181,114827,57929718,18,36495,23387,104618,1881,206992,4152,20.48
76,17420401,18611630,8513677,280853,114827,57285662,18,36495,23387,106078,1881,206992,4152,21.44
77,17696601,18921896,8652724,284136,114827,57921912,18,36495,23387,107441,1881,206992,4152,19.97
78,17920542,19182661,8765851,286846,114827,58617033,18,36495,23387,108870,1881,206992,4152,16.07
79,18175798,19453983,8903755,289864,114827,59273742,18,36495,23387,110163,1881,206992,4152,18.17
80,18440115,19761697,9047379,293100,114827,59922957,18,36495,23387,111461,1881,206992,4152,19.13
81,18713812,20076835,9191239,295990,114827,61888989,18,36495,23387,112758,1881,206992,4152,19.65
82,18866338,20242239,9266805,300842,114827,61361361,18,36495,23387,114383,1881,206992,4152,10.03
83,18890449,20302118,9268306,304162,114827,62331384,18,36495,23387,116170,1881,206992,4152,0.18
84,19139729,20568401,9404497,307391,114827,62997594,18,36495,23387,117516,1881,206992,4152,17.73
85,19431786,20901832,9560058,310483,114827,64942279,18,36495,23387,118898,1881,206992,4152,20.90
86,19716011,21225661,9710474,313461,114827,64244692,18,36495,23387,120338,1881,206992,4152,20.27
87,19967722,21488542,9839883,316750,114827,66253963,18,36495,23387,121629,1881,206992,4152,18.10
88,20260467,21813892,9989528,319769,114827,65521476,18,36495,23387,123035,1881,206992,4152,21.04
89,20555010,22139001,10143006,327469,114827,66135214,18,36495,23387,124394,1881,206992,4152,21.20
90,20842822,22445681,10293444,335260,114827,66755835,18,36495,23387,125740,1881,206992,4152,20.98
91,21135339,22772642,10440999,338541,114827,67359174,18,36495,23387,127142,1881,206992,4152,21.24
92,21395081,23046001,10578685,341492,114827,68009092,18,36495,23387,128489,1881,206992,4152,18.91
93,21647813,23334609,10707579,344479,114827,68669923,18,36495,23387,129958,1881,206992,4152,18.11
94,21912265,23630867,10837636,348014,114827,69316339,18,36495,23387,131289,1881,206992,4152,19.17
95,22193186,23920780,10983071,350806,114827,69948990,18,36495,23387,132369,1881,206992,4152,20.34
96,22472182,24240536,11128538,353837,114827,70579819,18,36495,23387,133872,1881,206992,4152,20.30
97,22707881,24516844,11249100,356364,114827,72782640,18,36495,23387,135279,1881,206992,4152,16.91
98,22938796,24756924,11366198,359805,114827,71960973,18,36495,23387,136640,1881,206992,4152,16.32
99,23172479,25029545,11483661,362892,114827,72654517,18,36495,23387,137988,1881,206992,4152,16.64
100,23294037,25163293,11539120,365501,114827,75040573,18,36495,23387,139463,1881,206992,4152,7.94
101,23313583,25223442,11540275,368759,114827,74476013,18,36495,23387,140993,1881,206992,4152,0.16
102,23535161,25485968,11653806,372303,114827,75182089,18,36495,23387,142330,1881,206992,4152,15.66
103,23765259,25729039,11773397,375348,114827,75879578,18,36495,23387,143674,1881,206992,4152,16.49
104,24025736,26024328,11904724,378812,114827,76529062,18,36495,23387,144890,1881,206992,4152,18.97
105,24303027,26339080,12045405,381495,114827,77162487,18,36495,23387,146268,1881,206992,4152,20.02
106,24574108,26623936,12186519,384870,114827,77799083,18,36495,23387,147528,1881,206992,4152,19.64
107,24821460,26908577,12311307,387908,114827,78469168,18,36495,23387,148845,1881,206992,4152,17.63
108,25032143,27134740,12421099,390652,114827,80793293,18,36495,23387,150308,1881,206992,4152,14.85
109,25302502,27440758,12558395,393597,114827,81444057,18,36495,23387,151669,1881,206992,4152,19.63
110,25577950,27751250,12700560,396749,114827,82081944,18,36495,23387,152986,1881,206992,4152,20.12
111,25846808,28029462,12838879,400045,114827,81102588,18,36495,23387,154088,1881,206992,4152,19.25
112,26082492,28297321,12955840,402747,114827,81790857,18,36495,23387,155460,1881,206992,4152,16.60
113,26327031,28573811,13082855,405943,114827,82463924,18,36495,23387,156769,1881,206992,4152,17.62
114,26574576,28835339,13212430,411137,114827,83129237,18,36495,23387,158078,1881,206992,4152,18.11
115,26849304,29147974,13355729,414601,114827,83766447,18,36495,23387,159413,1881,206992,4152,20.14
116,27099154,29408108,13484146,417382,114827,84441579,18,36495,23387,160648,1881,206992,4152,17.85
117,27332723,29677864,13605214,420283,114827,85130378,18,36495,23387,162036,1881,206992,4152,16.55
118,27560971,29943388,13721631,422881,114827,85828025,18,36495,23387,163315,1881,206992,4152,16.18
119,27791385,30185695,13839734,426331,114827,86520894,18,36495,23387,164600,1881,206992,4152,16.71
120,28022934,30452976,13956266,429562,114827,88972164,18,36495,23387,165837,1881,206992,4152,16.52
121,28248993,30716821,14074303,432445,114827,87921064,18,36495,23387,167150,1881,206992,4152,16.27
122,28444705,30923676,14173766,435745,114827,88660696,18,36495,23387,168574,1881,206992,4152,14.10
123,28668157,31191070,14291364,438219,114827,89365814,18,36495,23387,169787,1881,206992,4152,15.93
124,28919044,31447746,14422666,441073,114827,90025168,18,36495,23387,171172,1881,206992,4152,18.21
125,29166681,31733421,14547542,444495,114827,92497467,18,36495,23387,172548,1881,206992,4152,17.91
126,29396017,32004917,14663601,448048,114827,93188505,18,36495,23387,173873,1881,206992,4152,16.70
127,29626964,32249630,14783714,450907,114827,92082470,18,36495,23387,175123,1881,206992,4152,16.37
128,29852433,32509078,14902060,453523,114827,94612522,18,36495,23387,176462,1881,206992,4152,16.27
129,30083951,32779366,15020361,456817,114827,93473677,18,36495,23387,177659,1881,206992,4152,16.63
130,30317439,33020390,15140374,461490,114827,94169230,18,36495,23387,179064,1881,206992,4152,16.71
131,30547886,33289054,15256715,464315,114827,94862721,18,36495,23387,180363,1881,206992,4152,16.36
132,30780981,33533523,15375165,467332,114827,95554096,18,36495,23387,181739,1881,206992,4152,16.52
133,31013737,33806324,15494305,469972,114827,96246688,18,36495,23387,183030,1881,206992,4152,16.74
134,31240776,34073133,15609982,473428,114827,96946759,18,36495,23387,184434,1881,206992,4152,16.37
135,31474604,34317330,15731538,477195,114827,99518031,18,36495,23387,185632,1881,206992,4152,16.72
136,31703958,34579748,15849053,480088,114827,98337312,18,36495,23387,186910,1881,206992,4152,16.53
137,31934933,34849123,15967289,485054,114827,100903182,18,36495,23387,188124,1881,206992,4152,16.32
138,32173340,35099913,16091392,490501,114827,99729153,18,36495,23387,189480,1881,206992,4152,16.93
139,32351276,35327360,16166435,496952,114827,101500274,18,36495,23387,192788,1881,206992,4152,0.15
140,32527579,35542961,16256225,500358,114827,102269075,18,36495,23387,194242,1881,206992,4152,12.02
141,32784817,35840731,16389936,503469,114827,102924980,18,36495,23387,195665,1881,206992,4152,18.86
142,33070268,36139685,16538641,506390,114827,103550048,18,36495,23387,196904,1881,206992,4152,20.76
143,33322086,36428212,16671031,509658,114827,104205532,18,36495,23387,198375,1881,206992,4152,18.25
144,33596477,36743736,16816378,512564,114827,106744734,18,36495,23387,199545,1881,206992,4152,19.97
145,33875743,37032194,16961885,516583,114827,105467756,18,36495,23387,200927,1881,206992,4152,20.46
146,34001474,37198101,17019590,519890,114827,106298140,18,36495,23387,202642,1881,206992,4152,8.10
147,34022148,37230691,17020617,523285,114827,107271939,18,36495,23387,204439,1881,206992,4152,0.15
148,34263943,37506570,17148359,526949,114827,109882262,18,36495,23387,205750,1881,206992,4152,17.55
149,34420868,37699200,17225212,529508,114827,108745665,18,36495,23387,207299,1881,206992,4152,10.48
150,34716997,37999972,17378410,532469,114827,109355682,18,36495,23387,208724,1881,206992,4152,21.45
151,34825157,38140595,17426960,535765,114827,110213292,18,36495,23387,210377,1881,206992,4152,6.80
152,34846693,38170271,17428066,539169,114827,111186332,18,36495,23387,212107,1881,206992,4152,0.14
153,35109456,38481258,17565083,542576,114827,111829816,18,36495,23387,213436,1881,206992,4152,18.95
154,35398143,38801460,17713039,545345,114827,112448705,18,36495,23387,214825,1881,206992,4152,20.92
155,35659747,39074619,17852924,549008,114827,113097236,18,36495,23387,216086,1881,206992,4152,18.80
156,35905186,39358873,17978631,551783,114827,113762273,18,36495,23387,217441,1881,206992,4152,17.76
157,36185247,39679099,18124660,555473,114827,114387044,18,36495,23387,218830,1881,206992,4152,20.36
158,36457070,39962973,18265285,558827,114827,117069832,18,36495,23387,220096,1881,206992,4152,19.86
159,36744857,40287059,18413438,561441,114827,115642419,18,36495,23387,221337,1881,206992,4152,20.82
160,37030617,40606299,18560906,569408,114827,116272148,18,36495,23387,222613,1881,206992,4152,20.43
161,37278937,40874992,18692634,576571,114827,116943486,18,36495,23387,223874,1881,206992,4152,17.82
162,37557685,41189055,18833518,579180,114827,119670142,18,36495,23387,225127,1881,206992,4152,20.37
163,37827861,41472927,18975212,581946,114827,118219245,18,36495,23387,226328,1881,206992,4152,19.62
164,38086828,41769448,19106191,584812,114827,118871923,18,36495,23387,227729,1881,206992,4152,18.64
165,38358640,42080743,19246638,587751,114827,121641985,18,36495,23387,229032,1881,206992,4152,19.73
166,38599078,42333827,19371152,590518,114827,122347271,18,36495,23387,230271,1881,206992,4152,17.23
167,38855095,42630222,19500500,593842,114827,120850521,18,36495,23387,231670,1881,206992,4152,18.52
168,39126037,42943117,19641263,597553,114827,123649794,18,36495,23387,233031,1881,206992,4152,19.71
169,39420056,43246674,19794127,602332,114827,122105943,18,36495,23387,234380,1881,206992,4152,21.60
170,39696141,43562807,19935483,604815,114827,122737492,18,36495,23387,235689,1881,206992,4152,20.14
171,39824475,43704922,19994971,607499,114827,123568856,18,36495,23387,237149,1881,206992,4152,8.57
172,39912102,43833036,20034824,611073,114827,124453209,18,36495,23387,238768,1881,206992,4152,5.44
173,40162230,44123520,20164122,613867,114827,125123738,18,36495,23387,240164,1881,206992,4152,17.90
174,40429509,44403637,20303038,617201,114827,125772366,18,36495,23387,241417,1881,206992,4152,19.62
175,40707994,44720890,20447132,619749,114827,126403635,18,36495,23387,242718,1881,206992,4152,20.13
176,40959672,45003212,20572134,628361,114827,127067798,18,36495,23387,244023,1881,206992,4152,17.82
177,41211736,45283868,20713464,636164,114827,127727693,18,36495,23387,245517,1881,206992,4152,18.06
178,41487898,45609601,20868430,639382,114827,128358781,18,36495,23387,246898,1881,206992,4152,20.10
179,41624924,45761139,20936807,642244,114827,129183440,18,36495,23387,248314,1881,206992,4152,9.04